,laptop_id,name,price,processor,ram,os,storage,img_link,display,rating,no_of_ratings,no_of_reviews,laptop_brand,os_brand,processor_brand,usecases
607,607,HP Pavilion Ryzen 5 Hexa Core 5500U,50600,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/d/p/w/15-eh1101au-thin-and-light-laptop-hp-original-imag69prbzxur5qq.jpeg?q=70,15.6,4.4,210.0,30.0,HP,Windows,AMD, Gaming
608,608,HP OMEN Ryzen 7 Octa Core AMD R7,108290,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,16.1,4.3,39.0,6.0,HP,Windows,AMD, Gaming
609,609,Lenovo IdeaPad Core i3 11th Gen,37990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit DOS Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,15.6,3.7,128.0,16.0,Lenovo,DOS,Intel, Home/Everyday use
610,610,ASUS Vivobook 14 Core i3 11th Gen,38990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/q/4/8/vivobook-14-thin-and-light-laptop-asus-original-imagajf5gqrgsgzp.jpeg?q=70,14.1,4.3,25.0,3.0,ASUS,Windows,Intel, Home/Everyday use
611,611,HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,35960,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/6/z/k/hp-laptop-255-g8-notebook-notebook-hp-original-imagf6hthg9zbxug.jpeg?q=70,15.6,4.5,4.0,0.0,HP,Windows,AMD, Home/Everyday use
612,612,HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,80000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,15.6,4.6,35.0,6.0,HP,Windows,AMD, Gaming
613,613,ASUS Core i3 11th Gen,30990,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwgpz0w0/computer/s/x/v/x415ea-ek302ws-laptop-asus-original-imag94tepsgcgrgk.jpeg?q=70,14.0,4.0,106.0,13.0,ASUS,Windows,Intel, Home/Everyday use
614,614,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,45990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70,15.6,4.4,494.0,72.0,ASUS,Windows,Intel, Multimedia/Entertainment
616,616,DELL Inspiron Ryzen 7 Octa Core 5700U,85990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kqe3low0/computer/m/g/r/inspiron-7415-2-in-1-laptop-dell-original-imag4ewka4uhnx4w.jpeg?q=70,14.0,4.2,34.0,5.0,DELL,Windows,AMD, Business/Professional
618,618,ASUS TUF Gaming F17 Core i5 10th Gen,73990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/computer/q/p/u/asus-original-imafy7hcewzzkvj9.jpeg?q=70,17.3,4.8,12.0,0.0,ASUS,Windows,Intel, Gaming
620,620,Lenovo Core i3 11th Gen,39990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70,15.6,4.1,29.0,2.0,Lenovo,Windows,Intel, Home/Everyday use
622,622,DELL Inspiron Core i3 11th Gen,43490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/2/d/3/na-thin-and-light-laptop-dell-original-imag7cst7unghqek.jpeg?q=70,15.6,4.0,308.0,42.0,DELL,Windows,Intel, Home/Everyday use
626,626,acer Spin 7 Core i7 7th Gen,119990,Intel Core i7 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/computer/x/4/g/acer-aspire-notebook-original-imaeqcx3tpzq5cna.jpeg?q=70,14.0,4.0,1.0,1.0,acer,Windows,Intel, Creative/Design
629,629,ASUS Ryzen 7 Octa Core 5800U,79990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/k/w/y/na-thin-and-light-laptop-asus-original-imag5bhxcm7ygyh7.jpeg?q=70,13.3,3.0,2.0,1.0,ASUS,Windows,AMD,Ultra-portable
630,630,MSI GL Core i7 7th Gen,59990,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,DOS Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/j6dxaq80/computer/q/u/6/msi-na-gaming-laptop-original-imaewuvq7gmqcfa3.jpeg?q=70,15.6,3.5,6.0,1.0,MSI,DOS,Intel, Gaming
632,632,DELL G15 Core i5 12th Gen,84990,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,15.6,4.1,35.0,5.0,DELL,Windows,Intel, Gaming
634,634,Lenovo Ideapad 720S Core i5 8th Gen,74990,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/jmkwya80/computer/g/a/5/lenovo-na-thin-and-light-laptop-original-imaf9gh6stqkvph3.jpeg?q=70,13.3,3.3,3.0,1.0,Lenovo,Windows,Intel, Business/Professional
635,635,HP Pavilion Gaming Core i5 11th Gen,68690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,15.6,4.4,479.0,57.0,HP,Windows,Intel, Gaming
638,638,MSI GP76 Core i7 11th Gen,180990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/j/3/s/na-notebook-msi-original-imag4z5jfc9bzwyq.jpeg?q=70,17.3,4.5,27.0,6.0,MSI,Windows,Intel, Gaming
643,643,HP 15s Core i3 10th Gen,40250,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,15.6,4.1,1147.0,119.0,HP,Windows,Intel, Home/Everyday use
644,644,DELL Core i5 11th Gen,61890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,15.6,3.5,6.0,1.0,DELL,Windows,Intel, Business/Professional
646,646,HP Intel Core i5 10th Gen,97500,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/computer/m/3/u/hp-original-imafu4xzyz5kcr6n.jpeg?q=70,15.6,3.7,3.0,0.0,HP,Windows,Intel, Business/Professional
647,647,ASUS ZenBook 13 Core i5 8th Gen,74490,Intel Core i5 Processor (8th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70,13.3,4.2,50.0,4.0,ASUS,Windows,Intel, Creative/Design
648,648,ASUS ZenBook Pro 15 Core i9 8th Gen,209690,Intel Core i9 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/h/g/x/asus-na-laptop-original-imaf7qdpm99pq4yd.jpeg?q=70,15.6,5.0,4.0,0.0,ASUS,Windows,Intel,Ultra-portable
649,649,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H,73990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,15.6,4.0,15.0,5.0,Lenovo,Windows,AMD, Gaming
651,651,MSI GS Core i7 8th Gen,149990,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/jfk00i80/computer/q/k/u/msi-na-gaming-laptop-original-imaf3zv7xszzuqej.jpeg?q=70,15.6,4.1,10.0,3.0,MSI,Windows,Intel, Gaming
653,653,ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7,85990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,17.3,4.5,1468.0,194.0,ASUS,Windows,AMD, Gaming
654,654,HP Victus Ryzen 5 Hexa Core 5600H,59000,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70,16.1,4.2,9.0,2.0,HP,Windows,AMD, Gaming
657,657,DELL 7000 Series Core i7 12th Gen,105890,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3uhvgw0/computer/l/s/p/inspiron-7420-2-in-1-laptop-dell-original-imagevrdyqnznyfb.jpeg?q=70,14.0,4.8,4.0,0.0,DELL,Windows,Intel,Ultra-portable
658,658,Infinix INBook X2 Plus Core i7 11th Gen,52990,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,15.6,4.3,26.0,6.0,Infinix,Windows,Intel, Creative/Design
661,661,ASUS TUF Gaming F15 Core i5 10th Gen,59990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,15.6,4.5,5145.0,564.0,ASUS,Windows,Intel, Gaming
663,663,HP 15s Intel Core i5 12th Gen,61000,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/e/x/b/-original-imagf4ghfjtdpb3z.jpeg?q=70,15.6,3.8,45.0,6.0,HP,Windows,Intel, Gaming
664,664,HP Ryzen 3 Dual Core 3250U,31490,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/j/g/15s-eq1561au-thin-and-light-laptop-hp-original-imaggsgrjfzpawqa.jpeg?q=70,15.6,3.7,36.0,3.0,HP,Windows,AMD, Home/Everyday use
665,665,MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,99990,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70,15.0,3.8,9.0,0.0,MICROSOFT,Windows,AMD, Business/Professional
670,670,MSI GF63 Thin Core i5 9th Gen,59990,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/p/q/m/msi-original-imafuurxjxzy4zcn.jpeg?q=70,15.6,4.5,1197.0,151.0,MSI,Windows,Intel, Gaming
671,671,HP Chromebook MediaTek Kompanio 500,22670,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,Chrome Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/t/q/m/na-chromebook-hp-original-imag4yuphzuyfyc4.jpeg?q=70,11.6,3.8,5991.0,687.0,HP,ChromeOS,MediaTek,Ultra-portable
674,674,acer Nitro 5 Core i5 12th Gen,85499,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70,15.6,3.5,4.0,1.0,acer,Windows,Intel, Gaming
676,676,Lenovo Legion 5 Pro Core i7 11th Gen,152124,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/5/k/z/na-gaming-laptop-lenovo-original-imag5bg5egrw92gp.jpeg?q=70,16.0,4.6,49.0,3.0,Lenovo,Windows,Intel, Gaming
677,677,HP Spectre x360 Core i7 10th Gen,163990,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70,13.3,3.3,3.0,1.0,HP,Windows,Intel,Ultra-portable
678,678,DELL G7 Core i9 10th Gen,206490,Intel Core i9 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kf4ajrk0/computer/q/8/5/dell-na-gaming-laptop-original-imafvn3yewuackzs.jpeg?q=70,15.6,4.3,22.0,3.0,DELL,Windows,Intel, Gaming
679,679,Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,28490,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,64 bit Chrome Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/k/w/-original-imaggqgcggpau2zr.jpeg?q=70,11.6,3.6,153.0,22.0,Lenovo,ChromeOS,Intel, Multimedia/Entertainment
680,680,DELL Vostro 3000 Core i5 8th Gen,45126,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/d/4/4/dell-na-laptop-original-imafkcr9faptf52d.jpeg?q=70,14.0,4.0,1371.0,177.0,DELL,Windows,Intel, Business/Professional
682,682,ASUS TUF Gaming F15 Core i9 11th Gen,144990,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/2/o/q/-original-imagetjfvgfsm24g.jpeg?q=70,15.6,4.4,9.0,3.0,ASUS,Windows,Intel, Gaming
683,683,ASUS Vivobook Gaming Core i7 10th Gen,65990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/r/q/1/f571lh-bq436t-gaming-laptop-asus-original-imag7bhetvcb3fky.jpeg?q=70,15.6,4.3,76.0,7.0,ASUS,Windows,Intel, Gaming
686,686,DELL Inspiron Ryzen 5 Hexa Core 5500U,66490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kqe3low0/computer/m/g/r/inspiron-7415-2-in-1-laptop-dell-original-imag4ewka4uhnx4w.jpeg?q=70,14.0,4.4,293.0,39.0,DELL,Windows,AMD, Business/Professional
687,687,DELL Vostro Core i3 11th Gen,43090,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70,35.0,4.2,33.0,7.0,DELL,Windows,Intel, Budget Friendly
689,689,Infinix INBook X2 Plus Core i5 11th Gen,42990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,15.6,4.3,47.0,11.0,Infinix,Windows,Intel,Ultra-portable
690,690,HP Chromebook x360 Intel Celeron Dual Core,25990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/p/m/9/14a-ca0506tu-thin-and-light-laptop-hp-original-imagbmtfbpbkvyqz.jpeg?q=70,14.0,4.2,24.0,4.0,HP,ChromeOS,Intel, Student/Education
691,691,acer Aspire 5 Core i5 11th Gen,47130,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/v/n/z/aspire-5-thin-and-light-laptop-acer-original-imag57xyz4zxngmv.jpeg?q=70,15.6,4.0,566.0,61.0,acer,Windows,Intel, Multimedia/Entertainment
692,692,HP 250 G8 Core i3 11th Gen,39999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/t/e/hp-250-g8-notebook-hp-original-imaggy7xh7jnch35.jpeg?q=70,15.6,4.0,52.0,8.0,HP,DOS,Intel, Budget Friendly
694,694,DELL Core i7 11th Gen,99900,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70,14.0,4.5,28.0,3.0,DELL,Windows,Intel, Business/Professional
697,697,Lenovo Intel Core i5 11th Gen,68290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/i/m/15ihu6-gaming-laptop-lenovo-original-imagkwgwgbxysnr2.jpeg?q=70,15.6,4.1,8.0,0.0,Lenovo,Windows,Intel, Business/Professional
699,699,DELL Core i5 5th Gen,68990,Intel Core i5 Processor (5th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/j5723680/computer/c/n/f/dell-inspiron-notebook-original-imaevxzffrrwacbw.jpeg?q=70,15.6,1.6,23.0,4.0,DELL,Windows,Intel, Budget Friendly
701,701,ASUS VivoBook 14 Core i5 8th Gen,54990,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/k391w280/computer/x/a/h/asus-na-original-imafmewrxvc7ygmb.jpeg?q=70,14.0,4.4,2298.0,307.0,ASUS,Windows,Intel, Multimedia/Entertainment
704,704,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,57990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/d/s/h/na-thin-and-light-laptop-lenovo-original-imag3dz5ut6ds7eg.jpeg?q=70,15.6,4.2,116.0,16.0,Lenovo,Windows,AMD, Multimedia/Entertainment
705,705,Infinix X1 Slim Series Core i5 10th Gen,37990,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70,14.0,4.2,713.0,103.0,Infinix,Windows,Intel,Ultra-portable
707,707,MSI GF63 Thin Core i5 10th Gen,54450,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70,15.6,4.1,1235.0,159.0,MSI,Windows,Intel, Gaming
709,709,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,107990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70,15.6,4.0,17.0,4.0,ASUS,Windows,AMD, Gaming
710,710,RedmiBook 15 Core i3 11th Gen,44990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krxtrww0/computer/e/l/c/redmibook-15-e-learning-edition-thin-and-light-laptop-redmi-original-imag5m8jkjbaybeu.jpeg?q=70,15.6,4.2,4443.0,518.0,Redmi,Windows,Intel, Budget Friendly
712,712,Lenovo Ideapad 520 Core i5 8th Gen,64821,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD,https://rukminim1.flixcart.com/image/312/312/jy7kyvk0/computer/z/7/7/lenovo-na-laptop-original-imafghtqfzhbaszn.jpeg?q=70,15.6,3.3,4.0,0.0,Lenovo,Windows,Intel, Multimedia/Entertainment
714,714,Infinix X1 Slim Series Core i7 10th Gen,46990,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,14.0,3.7,114.0,27.0,Infinix,Windows,Intel,Ultra-portable
715,715,DELL Core i5 11th Gen,68990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/9/l/-original-imaghzahumgmsmj5.jpeg?q=70,15.6,4.1,187.0,16.0,DELL,Windows,Intel, Business/Professional
716,716,Lenovo IdeaPad 3 Celeron Dual Core 4th Gen,25990,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70,14.0,4.1,944.0,93.0,Lenovo,Windows,Intel,Ultra-portable
719,719,DELL 5000 Core i5 7th Gen,76990,Intel Core i5 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/j66s3gw0/computer/y/g/n/dell-gaming-laptop-original-imaewphfgashevp5.jpeg?q=70,15.6,4.4,295.0,71.0,DELL,Windows,Intel, Business/Professional
720,720,Lenovo B50,52490,Intel Core i5 Processor (4th Gen),8 GB DDR3 RAM,64 bit Windows 8 Operating System,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/computer/t/2/s/lenovo-b50-70-notebook-original-imadxweeqmwvmnwy.jpeg?q=70,15.6,3.8,78.0,17.0,Lenovo,Windows,Intel, Business/Professional
722,722,Lenovo IdeaPad 3 Dual Core 3020e,27990,AMD Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70,14.0,4.1,114.0,15.0,Lenovo,Windows,AMD,Ultra-portable
724,724,MSI GF63 Thin Core i7 9th Gen,66990,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kb1470w0/computer/z/5/f/msi-na-gaming-laptop-original-imafsh7ahbgkmvtm.jpeg?q=70,15.6,4.5,1667.0,232.0,MSI,Windows,Intel, Gaming
725,725,DELL Inspiron Core i5 11th Gen,55190,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/c/y/inspiron-3511-thin-and-light-laptop-dell-original-imagjh6h55w6r98g.jpeg?q=70,15.6,4.0,3.0,0.0,DELL,Windows,Intel, Business/Professional
727,727,Vaio SE Series Core i5 8th Gen,62890,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/computer/e/p/v/vaio-original-imafzcs5y9dmghmq.jpeg?q=70,14.0,3.8,84.0,13.0,Sony,Windows,Intel, Business/Professional
728,728,acer Extensa Pentium Quad Core,24800,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/o/k/extensa-notebook-acer-original-imagjykx7ghxmaw5.jpeg?q=70,15.6,4.4,12.0,3.0,acer,Windows,Intel, Budget Friendly
730,730,MSI Modern 14 Core i7 11th Gen,80590,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70,14.0,4.6,21.0,3.0,MSI,Windows,Intel, Business/Professional
